date,time,Code,Owner,Grower,Vineyard,blockID,variety,region,ID,product,brix,ta,ph,malic,alpha.amino,ammonia,calculated,potassium, 
18-10-12,2:12:34 PM,691,Mission Hill Family Estate,"Chahal, Swaran",Contracted Grower,CHLVIB,VI,OE,BS691,Must,20.8,7.9,3.21,2.94,132,69,189,1432,
18-10-16,8:55:04 PM,691,Mission Hill Family Estate,"Chahal, Swaran",Contracted Grower,CHLVIB,VI,OE,BS691,Must,21.4,7.4,3.39,2.76,113,61,164,1546,
18-10-04,7:21:08 PM,692,Mission Hill Family Estate,"Chahal, Swaran",Contracted Grower,CHLSYC,SY,OE,BS692,Must,21.2,7.6,3.21,2.52,51,25,71,1363,
18-10-16,8:54:32 PM,692,Mission Hill Family Estate,"Chahal, Swaran",Contracted Grower,CHLSYC,SY,OE,BS692,Must,22.1,7.7,3.23,2.29,61,29,85,1472,
18-10-24,9:29:13 PM,692,Mission Hill Family Estate,"Chahal, Swaran",Contracted Grower,CHLSYC,SY,OE,BS692,Must,23,7.5,3.23,2.26,58,30,83,1452,
18-10-29,9:18:00 PM,692,Mission Hill Family Estate,"Chahal, Swaran",Contracted Grower,CHLSYC,SY,OE,BS692,Must,23,8,3.16,2.4,62,42,96,1348,
18-10-17,8:20:47 PM,70,Mission Hill Family Estate,Sebastian Farms,SF06,06CSL,CS,BS,BS70,Must,25.5,7.2,3.41,2.67,90,49,131,1660,
18-10-23,7:01:19 PM,70,Mission Hill Family Estate,Sebastian Farms,SF06,06CSL,CS,BS,BS70,Must,24.9,6.6,3.32,2.61,93,35,122,1423,
18-10-04,7:28:00 PM,701,Mission Hill Family Estate,"Stajduhar, Peter",Contracted Grower - 602,STARSB,RS,OW,BS701,Must,19,12.9,2.91,4.39,76,98,156,1489,
18-10-10,5:55:25 PM,701,Mission Hill Family Estate,"Stajduhar, Peter",Contracted Grower - 602,STARSB,RS,OW,BS701,Must,19.3,12.7,2.9,4.34,67,87,139,1433,
18-10-16,9:04:02 PM,702,Mission Hill Family Estate,"Stajduhar, Peter",Contracted Grower - 3619,STACSA,CS,OW,BS702,Must,23.1,9.9,3.02,2.81,66,57,113,1374,
18-10-01,8:27:19 PM,703,Mission Hill Family Estate,Andrew Peller Estates,Contracted Grower,PHTB1,CH,OL,BS703,Must,21.4,9.4,3.24,3.56,148,92,224,1497,
18-10-02,6:53:44 PM,704,Mission Hill Family Estate,Sebastian Farms,SF33,33MBBB,MB,OE,BS704,Must,22.7,5.1,3.39,1.45,90,40,123,999,
18-10-17,8:22:22 PM,71,Mission Hill Family Estate,Sebastian Farms,SF06,06CSD,CS,BS,BS71,Must,23.2,6.7,3.49,2.52,132,78,196,1524,
18-10-23,7:01:05 PM,71,Mission Hill Family Estate,Sebastian Farms,SF06,06CSD,CS,BS,BS71,Must,22.2,6.7,3.34,2.16,114,59,162,1411,
18-10-02,6:48:27 PM,73,Mission Hill Family Estate,Sebastian Farms,SF06,06CFK,CF,BS,BS73,Must,26,5.6,3.39,1.77,77,11,87,1267,
18-10-15,8:41:42 PM,73,Mission Hill Family Estate,Sebastian Farms,SF06,06CFK,CF,BS,BS73,Must,26.8,5.8,3.46,1.76,78,20,94,1371,
18-08-30,3:01:29 PM,74,Mission Hill Family Estate,Sebastian Farms,SF06,06PGH,PG,BS,BS74,Must,20.3,8.2,3.18,2.44,93,78,157,1395,
18-09-05,7:37:39 PM,74,Mission Hill Family Estate,Sebastian Farms,SF06,06PGH,PG,BS,BS74,Must,21.9,7.9,3.28,2.68,109,93,186,1513,
18-08-30,3:02:00 PM,75,Mission Hill Family Estate,Sebastian Farms,SF06,06PGF,PG,BS,BS75,Must,20.7,10.1,3.02,3.6,90,91,165,1263,
18-09-05,7:37:27 PM,75,Mission Hill Family Estate,Sebastian Farms,SF06,06PGF,PG,BS,BS75,Must,22.5,9.2,3.07,3.03,56,55,101,1404,
18-10-17,8:21:50 PM,76,Mission Hill Family Estate,Sebastian Farms,SF06,06CSP,CS,BS,BS76,Must,24.9,7.1,3.36,2.73,96,54,140,1453,
18-10-23,7:02:21 PM,76,Mission Hill Family Estate,Sebastian Farms,SF06,06CSP,CS,BS,BS76,Must,25.4,7.1,3.23,2.26,92,41,126,1271,
18-10-17,8:21:18 PM,77,Mission Hill Family Estate,Sebastian Farms,SF06,06CSM,CS,BS,BS77,Must,24.4,7.9,3.28,2.84,92,64,145,1331,
18-10-23,7:01:50 PM,77,Mission Hill Family Estate,Sebastian Farms,SF06,06CSM,CS,BS,BS77,Must,26.1,7.7,3.22,2.75,82,50,123,1322,
18-09-26,1:28:04 PM,78,Mission Hill Family Estate,Sebastian Farms,SF06,06SYA,SY,BS,BS78,Must,21.1,6.5,3.31,2.59,64,19,80,1377,
18-10-04,7:31:41 PM,78,Mission Hill Family Estate,Sebastian Farms,SF06,06SYA,SY,BS,BS78,Must,20,7.2,3.28,2.5,71,30,95,1516,
18-08-27,5:29:10 PM,80,Mission Hill Family Estate,Sebastian Farms,SF06,06PGJ,PG,BS,BS80,Must,20.5,7.9,3.14,2.64,52,40,85,1251,
18-08-23,12:56:51 PM,80,Mission Hill Family Estate,Sebastian Farms,SF06,06PGJ,PG,BS,BS80- 6PGJ,Must,20.1,7.2,3.3,3.41,101,41,135,1764,
18-09-04,4:37:33 PM,82,Mission Hill Family Estate,Sebastian Farms,SF07,07PNC,PN,WK,BS82,Must,21.5,11.6,2.81,3.95,34,45,71,1239,
18-09-13,4:28:15 PM,83,Mission Hill Family Estate,Sebastian Farms,SF06,06VIE,VI,BS,BS83,Must,16.7,9.5,3.05,2.97,46,58,94,1401,
18-09-28,6:18:22 PM,83,Mission Hill Family Estate,Sebastian Farms,SF06,06VIE,VI,BS,BS83,Must,19.8,7.4,3.29,2.31,82,47,122,1439,
18-10-15,8:41:10 PM,83,Mission Hill Family Estate,Sebastian Farms,SF06,06VIE,VI,BS,BS83,Must,22.7,6.4,3.42,1.95,114,39,147,1434,
18-09-26,1:28:35 PM,84,Mission Hill Family Estate,Sebastian Farms,SF06,06SYC,SY,BS,BS84,Must,20.6,7.7,3.24,3.15,72,38,104,1366,
18-10-04,7:31:09 PM,84,Mission Hill Family Estate,Sebastian Farms,SF06,06SYC,SY,BS,BS84,Must,20.5,7.8,3.27,2.79,82,42,116,1476,
18-10-15,8:42:13 PM,84,Mission Hill Family Estate,Sebastian Farms,SF06,06SYC,SY,BS,BS84,Must,22.1,6.9,3.38,2.93,82,27,105,1542,
18-10-22,7:52:30 PM,84,Mission Hill Family Estate,Sebastian Farms,SF06,06SYC,SY,BS,BS84,Must,21.9,6.6,3.44,2.95,105,33,132,1532,
18-10-04,7:32:13 PM,85,Mission Hill Family Estate,Sebastian Farms,SF06,06SYB,SY,BS,BS85,Must,20.7,7.5,3.29,2.43,80,44,116,1507,
18-08-28,7:27:25 PM,86,Mission Hill Family Estate,Sebastian Farms,SF08,08CHA,CH,OL,BS86,Must,21.1,8.6,3.11,2.47,50,37,80,1280,
18-09-05,7:47:42 PM,86,Mission Hill Family Estate,Sebastian Farms,SF08,08CHA,CH,OL,BS86,Must,20.9,9.7,3.11,3.5,72,58,120,1536,
18-08-30,3:02:33 PM,88,Mission Hill Family Estate,Sebastian Farms,SF08,08PGB,PG,OL,BS88,Must,20.5,10.5,3,4.54,49,39,81,1550,
18-09-05,7:38:11 PM,88,Mission Hill Family Estate,Sebastian Farms,SF08,08PGB,PG,OL,BS88,Must,22.2,8.6,3.13,3.47,37,23,56,1398,
18-09-20,4:43:23 PM,91,Mission Hill Family Estate,Sebastian Farms,SF07,07RSB,RS,WK,BS91,Must,20.3,13.9,2.62,3.89,15,58,62,1111,
18-09-20,4:43:55 PM,91,Mission Hill Family Estate,Sebastian Farms,SF07,07RSB,RS,WK,BS91,Must,20.6,13.8,2.63,3.99,21,59,70,1139,
18-09-20,4:44:26 PM,91,Mission Hill Family Estate,Sebastian Farms,SF07,07RSB,RS,WK,BS91,Must,21.2,14.4,2.58,4.04,7,43,42,1228,
18-09-20,4:44:58 PM,91,Mission Hill Family Estate,Sebastian Farms,SF07,07RSB,RS,WK,BS91,Must,20.8,12.8,2.7,3.19,22,57,69,1204,
18-09-07,11:27:48 AM,91,Mission Hill Family Estate,Sebastian Farms,SF07,07RSB,RS,WK,BS91(NE),Must,18.7,17.4,2.46,6.04,16,84,85,1234,
18-09-07,11:26:44 AM,91,Mission Hill Family Estate,Sebastian Farms,SF07,07RSB,RS,WK,BS91(NW),Must,19.9,16.2,2.47,5.49,5,42,40,1323,
18-09-07,11:27:16 AM,91,Mission Hill Family Estate,Sebastian Farms,SF07,07RSB,RS,WK,BS91(SE),Must,19.1,16.3,2.5,5.26,26,82,94,1237,
18-09-07,11:24:57 AM,91,Mission Hill Family Estate,Sebastian Farms,SF07,07RSB,RS,WK,BS91(SW),Must,19.4,16.7,2.45,5.76,2,50,43,1232,
18-09-12,3:23:28 PM,92,Mission Hill Family Estate,Sebastian Farms,SF07,07RSD,RS,WK,BS92,Must,19.3,13.2,2.65,4.11,28,57,75,1207,
18-09-04,4:37:01 PM,93,Mission Hill Family Estate,Sebastian Farms,SF07,07RSE,RS,WK,BS93,Must,19.2,15.4,2.49,4.54,3,54,47,1059,
18-09-11,6:54:53 PM,93,Mission Hill Family Estate,Sebastian Farms,SF07,07RSE,RS,WK,BS93,Must,20.3,13.3,2.68,4.01,18,40,51,1171,
18-08-27,5:30:12 PM,94,Mission Hill Family Estate,Sebastian Farms,SF10,10CHA,CH,BN,BS94,Must,19.7,8.9,3.1,3.08,57,47,96,1289,
18-08-23,12:57:55 PM,94,Mission Hill Family Estate,Sebastian Farms,SF10,10CHA,CH,BN,BS94- 10CHAA,Must,18.2,8.2,3.23,3.35,120,73,180,1606,
18-08-28,7:29:31 PM,95,Mission Hill Family Estate,Sebastian Farms,SF10,10CHL,CH,BN,BS95,Must,18.1,10.3,3.03,3.94,67,66,121,1277,
18-09-05,7:48:44 PM,95,Mission Hill Family Estate,Sebastian Farms,SF10,10CHL,CH,BN,BS95,Must,19.3,8.7,3.11,2.93,43,32,69,1406,
18-09-12,11:21:10 AM,95,Mission Hill Family Estate,Sebastian Farms,SF10,10CHL,CH,BN,BS95,Must,19.8,8.1,3.09,2.67,58,30,83,1358,
18-09-18,1:52:01 PM,95,Mission Hill Family Estate,Sebastian Farms,SF10,10CHL,CH,BN,BS95,Must,20.8,7.2,3.27,2.52,58,17,71,1509,
18-08-28,7:27:56 PM,97,Mission Hill Family Estate,Sebastian Farms,SF10,10CHQ,CH,BN,BS97,Must,19.6,9.8,3.1,3.58,74,62,125,1372,
18-09-13,4:29:00 PM,98,Mission Hill Family Estate,Sebastian Farms,SF09,09CSA,CS,BS,BS98,Must,23,7.3,3.24,2.29,36,20,53,1531,
18-09-13,4:28:28 PM,99,Mission Hill Family Estate,Sebastian Farms,SF09,09CSD,CS,BS,BS99,Must,21.4,7.2,3.27,2.96,46,21,63,1474,
,,11,Martin's Lane Winery,Sebastian Farms,SF24,24PNB,PN,EK,,,,,,,,,,,
,,12,Martin's Lane Winery,Sebastian Farms,SF24,24PNC,PN,EK,,,,,,,,,,,
,,14,Martin's Lane Winery,Sebastian Farms,SF22,22PNB,PN,LS,,,,,,,,,,,
,,15,Martin's Lane Winery,Sebastian Farms,SF22,22PNC,PN,LS,,,,,,,,,,,
,,17,Martin's Lane Winery,Sebastian Farms,SF15,15PNAA,PN,NB,,,,,,,,,,,
,,18,Martin's Lane Winery,Sebastian Farms,SF15,15PNAC,PN,NB,,,,,,,,,,,
,,19,Martin's Lane Winery,Sebastian Farms,SF15,15PNAD,PN,NB,,,,,,,,,,,
,,20,Martin's Lane Winery,Sebastian Farms,SF15,15RSK,RS,NB,,,,,,,,,,,
,,21,Martin's Lane Winery,Sebastian Farms,SF07,07PNC,PN,WK,,,,,,,,,,,
,,22,Martin's Lane Winery,Sebastian Farms,SF07,07RSA,RS,WK,,,,,,,,,,,
,,27,Mission Hill Family Estate,Sebastian Farms,SF01,01CHC,CH,BN,,,,,,,,,,,
,,35,Mission Hill Family Estate,Sebastian Farms,SF02,02CHD,CH,OE,,,,,,,,,,,
,,36,Mission Hill Family Estate,Sebastian Farms,SF02,02CHE,CH,OE,,,,,,,,,,,
,,38,Mission Hill Family Estate,Sebastian Farms,SF02,02CSG,CS,OE,,,,,,,,,,,
,,39,Mission Hill Family Estate,Sebastian Farms,SF02,02CSF,CS,OE,,,,,,,,,,,
,,40,Mission Hill Family Estate,Sebastian Farms,SF02,02CSP,CS,OE,,,,,,,,,,,
,,45,Mission Hill Family Estate,Sebastian Farms,SF02,02MEJ,ME,OE,,,,,,,,,,,
,,47,Mission Hill Family Estate,Sebastian Farms,SF02,02MEM,ME,OE,,,,,,,,,,,
,,52,Mission Hill Family Estate,Sebastian Farms,SF03,03CHM,CH,OE,,,,,,,,,,,
,,57,Mission Hill Family Estate,Sebastian Farms,SF03,03CSH,CS,OE,,,,,,,,,,,
,,61,Mission Hill Family Estate,Sebastian Farms,SF03,03MEF,ME,OE,,,,,,,,,,,
,,67,Mission Hill Family Estate,Sebastian Farms,SF06,06BAO,BA,BS,,,,,,,,,,,
,,68,Mission Hill Family Estate,Sebastian Farms,SF04,04CFC,CF,BS,,,,,,,,,,,
,,72,Mission Hill Family Estate,Sebastian Farms,SF06,06CHG,CH,BS,,,,,,,,,,,
,,79,Mission Hill Family Estate,Sebastian Farms,SF06,06SAN,SA,BS,,,,,,,,,,,
,,81,Mission Hill Family Estate,Sebastian Farms,SF06,06PGI,PG,BS,,,,,,,,,,,
,,87,Mission Hill Family Estate,Sebastian Farms,SF08,08MEC,ME,OL,,,,,,,,,,,
,,89,Mission Hill Family Estate,Sebastian Farms,SF09,09CHB,CH,BS,,,,,,,,,,,
,,90,Mission Hill Family Estate,Sebastian Farms,SF07,07RSA,RS,WK,,,,,,,,,,,
,,96,Mission Hill Family Estate,Sebastian Farms,SF10,10CHP,CH,BN,,,,,,,,,,,
,,100,Mission Hill Family Estate,Sebastian Farms,SF09,09PVF,PV,BS,,,,,,,,,,,
,,109,Mission Hill Family Estate,Sebastian Farms,SF10,10CSN,CS,BN,,,,,,,,,,,
,,110,Mission Hill Family Estate,Sebastian Farms,SF10,10PNI,PN,BN,,,,,,,,,,,
,,111,Mission Hill Family Estate,Sebastian Farms,SF10,10PNH,PN,BN,,,,,,,,,,,
,,119,Mission Hill Family Estate,Sebastian Farms,SF10,10VIAB,VI,BN,,,,,,,,,,,
,,120,Mission Hill Family Estate,Sebastian Farms,SF10,10SYM,SY,BN,,,,,,,,,,,
,,126,Mission Hill Family Estate,Sebastian Farms,SF11,11CHJ,CH,BS,,,,,,,,,,,
,,129,Mission Hill Family Estate,Sebastian Farms,SF11,11CHE,CH,BS,,,,,,,,,,,
,,131,Mission Hill Family Estate,Sebastian Farms,SF11,11CHC,CH,BS,,,,,,,,,,,
,,141,Mission Hill Family Estate,Sebastian Farms,SF11,11CHT,CH,BS,,,,,,,,,,,
,,142,Mission Hill Family Estate,Sebastian Farms,SF11,11PNG,PN,BS,,,,,,,,,,,
,,143,Mission Hill Family Estate,Sebastian Farms,SF11,11PNF,PN,BS,,,,,,,,,,,
,,150,Mission Hill Family Estate,Sebastian Farms,SF12,12CHS,CH,BN,,,,,,,,,,,
,,151,Mission Hill Family Estate,Sebastian Farms,SF12,12CHR,CH,BN,,,,,,,,,,,
,,158,Mission Hill Family Estate,Sebastian Farms,SF11,11PNI,PN,BS,,,,,,,,,,,
,,162,Mission Hill Family Estate,Sebastian Farms,SF12,12CFEB,CF,BN,,,,,,,,,,,
,,166,Mission Hill Family Estate,Sebastian Farms,SF13,13CHB,CH,WK,,,,,,,,,,,
,,167,Mission Hill Family Estate,Sebastian Farms,SF13,13CHG,CH,WK,,,,,,,,,,,
,,168,Mission Hill Family Estate,Sebastian Farms,SF13,13PNA,PN,WK,,,,,,,,,,,
,,169,Mission Hill Family Estate,Sebastian Farms,SF13,13PNE,PN,WK,,,,,,,,,,,
,,170,Mission Hill Family Estate,Sebastian Farms,SF13,13PNF,PN,WK,,,,,,,,,,,
,,171,Mission Hill Family Estate,Sebastian Farms,SF13,13RSC,RS,WK,,,,,,,,,,,
,,172,Mission Hill Family Estate,Sebastian Farms,SF13,13VDD,VD,WK,,,,,,,,,,,
,,183,Mission Hill Family Estate,Sebastian Farms,SF15,15PGEA,PG,NB,,,,,,,,,,,
,,189,Mission Hill Family Estate,Sebastian Farms,SF15,15PGED,PG,NB,,,,,,,,,,,
,,197,Mission Hill Family Estate,Sebastian Farms,SF15,15GWH,GW,NB,,,,,,,,,,,
,,203,Mission Hill Family Estate,Sebastian Farms,SF15,15RSI,RS,NB,,,,,,,,,,,
,,206,Mission Hill Family Estate,Sebastian Farms,SF15,15PNAC,PN,NB,,,,,,,,,,,
,,207,Mission Hill Family Estate,Sebastian Farms,SF15,15PNAD,PN,NB,,,,,,,,,,,
,,208,Mission Hill Family Estate,Sebastian Farms,SF15,15PNAA,PN,NB,,,,,,,,,,,
,,210,Mission Hill Family Estate,Sebastian Farms,SF15,15PNO,PN,NB,,,,,,,,,,,
,,213,Mission Hill Family Estate,Sebastian Farms,SF15,15PNN,PN,NB,,,,,,,,,,,
,,225,Mission Hill Family Estate,Sebastian Farms,SF15,15VDW,VD,NB,,,,,,,,,,,
,,226,Mission Hill Family Estate,Sebastian Farms,SF15,15RSK,RS,NB,,,,,,,,,,,
,,228,Mission Hill Family Estate,Sebastian Farms,SF15,15RSZ,RS,NB,,,,,,,,,,,
,,229,Mission Hill Family Estate,Sebastian Farms,SF15,15RSL,RS,NB,,,,,,,,,,,
,,230,Mission Hill Family Estate,Sebastian Farms,SF17,17MEC,ME,BS,,,,,,,,,,,
,,231,Mission Hill Family Estate,Sebastian Farms,SF17,17SBE,SB,BS,,,,,,,,,,,
,,237,Mission Hill Family Estate,Sebastian Farms,SF17,17MEB,ME,BS,,,,,,,,,,,
,,241,Mission Hill Family Estate,Sebastian Farms,SF16,16SYK,SY,BN,,,,,,,,,,,
,,248,Mission Hill Family Estate,Sebastian Farms,SF19,19MEM,ME,OW,,,,,,,,,,,
,,252,Mission Hill Family Estate,Sebastian Farms,SF19,19MEC,ME,OW,,,,,,,,,,,
,,260,Mission Hill Family Estate,Sebastian Farms,SF18,18MEJ,ME,BN,,,,,,,,,,,
,,261,Mission Hill Family Estate,Sebastian Farms,SF18,18MEI,ME,BN,,,,,,,,,,,
,,263,Mission Hill Family Estate,Sebastian Farms,SF21,21CFG,CF,OE,,,,,,,,,,,
,,264,Mission Hill Family Estate,Sebastian Farms,SF20,20PVC,PV,OE,,,,,,,,,,,
,,268,Mission Hill Family Estate,Sebastian Farms,SF19,19VIB,VI,OW,,,,,,,,,,,
,,280,Mission Hill Family Estate,Sebastian Farms,SF22,22PNM,PN,LS,,,,,,,,,,,
,,283,Mission Hill Family Estate,Sebastian Farms,SF22,22RSS,RS,LS,,,,,,,,,,,
,,284,Mission Hill Family Estate,Sebastian Farms,SF22,22PNQ,PN,LS,,,,,,,,,,,
,,294,Mission Hill Family Estate,Sebastian Farms,SF21,21PVC,PV,OE,,,,,,,,,,,
,,298,Mission Hill Family Estate,Sebastian Farms,SF22,22PNA,PN,LS,,,,,,,,,,,
,,299,Mission Hill Family Estate,Sebastian Farms,SF22,22PNB,PN,LS,,,,,,,,,,,
,,301,Mission Hill Family Estate,Sebastian Farms,SF22,22PGF,PG,LS,,,,,,,,,,,
,,302,Mission Hill Family Estate,Sebastian Farms,SF22,22PNE,PN,LS,,,,,,,,,,,
,,304,Mission Hill Family Estate,Sebastian Farms,SF22,22PNC,PN,LS,,,,,,,,,,,
,,306,Mission Hill Family Estate,Sebastian Farms,SF22,22PNJ,PN,LS,,,,,,,,,,,
,,307,Mission Hill Family Estate,Sebastian Farms,SF22,22PNK,PN,LS,,,,,,,,,,,
,,310,Mission Hill Family Estate,Sebastian Farms,SF27,27CHAB,CH,GM,,,,,,,,,,,
,,311,Mission Hill Family Estate,Sebastian Farms,SF27,27CHAA,CH,GM,,,,,,,,,,,
,,312,Mission Hill Family Estate,Sebastian Farms,SF27,27CSA,CS,GM,,,,,,,,,,,
,,314,Mission Hill Family Estate,Sebastian Farms,SF27,27CSH,CS,GM,,,,,,,,,,,
,,315,Mission Hill Family Estate,Sebastian Farms,SF27,27CSE,CS,GM,,,,,,,,,,,
,,316,Mission Hill Family Estate,Sebastian Farms,SF27,27MEF,ME,GM,,,,,,,,,,,
,,317,Mission Hill Family Estate,Sebastian Farms,SF27,27GFG,GF,GM,,,,,,,,,,,
,,318,Mission Hill Family Estate,Sebastian Farms,SF28,28MEB,ME,OE,,,,,,,,,,,
,,323,Mission Hill Family Estate,Sebastian Farms,SF28,28PGG,PG,OE,,,,,,,,,,,
,,324,Mission Hill Family Estate,Sebastian Farms,SF29,29CHH,CH,LS,,,,,,,,,,,
,,326,Mission Hill Family Estate,Sebastian Farms,SF23,23MEJ,ME,GM,,,,,,,,,,,
,,327,Mission Hill Family Estate,Sebastian Farms,SF24,24PNA,PN,EK,,,,,,,,,,,
,,328,Mission Hill Family Estate,Sebastian Farms,SF24,24PNB,PN,EK,,,,,,,,,,,
,,329,Mission Hill Family Estate,Sebastian Farms,SF24,24PNC,PN,EK,,,,,,,,,,,
,,330,Mission Hill Family Estate,Sebastian Farms,SF25,25PNA,PN,EK,,,,,,,,,,,
,,331,Mission Hill Family Estate,Sebastian Farms,SF25,25PNB,PN,EK,,,,,,,,,,,
,,332,Mission Hill Family Estate,Sebastian Farms,SF26,26CHB,CH,GM,,,,,,,,,,,
,,333,Mission Hill Family Estate,Sebastian Farms,SF26,26CHC,CH,GM,,,,,,,,,,,
,,334,Mission Hill Family Estate,Sebastian Farms,SF26,26CHCext,CH,GM,,,,,,,,,,,
,,335,Mission Hill Family Estate,Sebastian Farms,SF26,26CHD,CH,GM,,,,,,,,,,,
,,337,Mission Hill Family Estate,Sebastian Farms,SF26,26CHEext,CH,GM,,,,,,,,,,,
,,338,Mission Hill Family Estate,Sebastian Farms,SF26,26CHF,CH,GM,,,,,,,,,,,
,,339,Mission Hill Family Estate,Sebastian Farms,SF27,27ALD,AL,GM,,,,,,,,,,,
,,340,Mission Hill Family Estate,Sebastian Farms,SF27,27CFC,CF,GM,,,,,,,,,,,
,,342,Mission Hill Family Estate,Sebastian Farms,SF30,30CSE,CS,OW,,,,,,,,,,,
,,343,Mission Hill Family Estate,Sebastian Farms,SF29,29RSV,RS,LS,,,,,,,,,,,
,,344,Mission Hill Family Estate,Sebastian Farms,SF29,29RSP,RS,LS,,,,,,,,,,,
,,345,Mission Hill Family Estate,Sebastian Farms,SF29,29PNX,PN,LS,,,,,,,,,,,
,,346,Mission Hill Family Estate,Sebastian Farms,SF29,29PNW,PN,LS,,,,,,,,,,,
,,347,Mission Hill Family Estate,Sebastian Farms,SF29,29PNT,PN,LS,,,,,,,,,,,
,,348,Mission Hill Family Estate,Sebastian Farms,SF29,29PNS,PN,LS,,,,,,,,,,,
,,349,Mission Hill Family Estate,Sebastian Farms,SF29,29PNR,PN,LS,,,,,,,,,,,
,,350,Mission Hill Family Estate,Sebastian Farms,SF30,30MEI,ME,OW,,,,,,,,,,,
,,353,Mission Hill Family Estate,Sebastian Farms,SF30,30MEF,ME,OW,,,,,,,,,,,
,,355,Mission Hill Family Estate,Sebastian Farms,SF30,30MEC,ME,OW,,,,,,,,,,,
,,357,Mission Hill Family Estate,Sebastian Farms,SF30,30MEA,ME,OW,,,,,,,,,,,
,,358,Mission Hill Family Estate,Sebastian Farms,SF29,29PNC,PN,LS,,,,,,,,,,,
,,359,Mission Hill Family Estate,Sebastian Farms,SF29,29PND,PN,LS,,,,,,,,,,,
,,360,Mission Hill Family Estate,Sebastian Farms,SF29,29PGI,PG,LS,,,,,,,,,,,
,,361,Mission Hill Family Estate,Sebastian Farms,SF29,29PNB,PN,LS,,,,,,,,,,,
,,362,Mission Hill Family Estate,Sebastian Farms,SF29,29PGA,PG,LS,,,,,,,,,,,
,,363,Mission Hill Family Estate,Sebastian Farms,SF29,29PGF,PG,LS,,,,,,,,,,,
,,364,Mission Hill Family Estate,Sebastian Farms,SF29,29GWO,GW,LS,,,,,,,,,,,
,,365,Mission Hill Family Estate,Sebastian Farms,SF29,29GWU,GW,LS,,,,,,,,,,,
,,366,Mission Hill Family Estate,Sebastian Farms,SF29,29PNN,PN,LS,,,,,,,,,,,
,,367,Mission Hill Family Estate,Sebastian Farms,SF29,29PNQ,PN,LS,,,,,,,,,,,
,,368,Mission Hill Family Estate,Sebastian Farms,SF29,29PNL,PN,LS,,,,,,,,,,,
,,369,Mission Hill Family Estate,Sebastian Farms,SF29,29PNM,PN,LS,,,,,,,,,,,
,,370,Mission Hill Family Estate,Sebastian Farms,SF29,29PNJ,PN,LS,,,,,,,,,,,
,,371,Mission Hill Family Estate,Sebastian Farms,SF29,29PNK,PN,LS,,,,,,,,,,,
,,372,Mission Hill Family Estate,Sebastian Farms,SF29,29PNE,PN,LS,,,,,,,,,,,
,,373,Mission Hill Family Estate,Sebastian Farms,SF29,29PNG,PN,LS,,,,,,,,,,,
,,377,Mission Hill Family Estate,Sebastian Farms,SF33,33MEJ,ME,OE,,,,,,,,,,,
,,378,Mission Hill Family Estate,Sebastian Farms,SF33,33MBB,MB,OE,,,,,,,,,,,
,,393,Mission Hill Family Estate,Sebastian Farms,SF32,32EHB,EH,LS,,,,,,,,,,,
,,394,Mission Hill Family Estate,Sebastian Farms,SF32,32EHC,EH,LS,,,,,,,,,,,
,,395,Mission Hill Family Estate,Sebastian Farms,SF32,32PGA,PG,LS,,,,,,,,,,,
,,405,Mission Hill Family Estate,Sebastian Farms,SF21,21CFGB,CF,OE,,,,,,,,,,,
,,406,Mission Hill Family Estate,Sebastian Farms,SF21,21PVCA,PV,OE,,,,,,,,,,,
,,408,Mission Hill Family Estate,Sebastian Farms,SF02,02MEJA,ME,OE,,,,,,,,,,,
,,413,Mission Hill Family Estate,Sebastian Farms,SF03,03MEFB,ME,OE,,,,,,,,,,,
,,418,Mission Hill Family Estate,Sebastian Farms,SF02,02SBBA,SB,OE,,,,,,,,,,,
,,419,Mission Hill Family Estate,Sebastian Farms,SF02,02MEIB,ME,OE,,,,,,,,,,,
,,427,Mission Hill Family Estate,Sebastian Farms,SF02,02CHCA,CH,OE,,,,,,,,,,,
,,428,Mission Hill Family Estate,Sebastian Farms,SF02,02CHCB,CH,OE,,,,,,,,,,,
,,430,Mission Hill Family Estate,Sebastian Farms,SF19,19MEMB,ME,OW,,,,,,,,,,,
,,435,Mission Hill Family Estate,Sebastian Farms,SF08,08MECB,ME,OL,,,,,,,,,,,
,,511,Mission Hill Family Estate,Sebastian Farms,SF22,22PNCB,PN,LS,,,,,,,,,,,
,,513,Mission Hill Family Estate,Sebastian Farms,SF29,29PNWB,PN,LS,,,,,,,,,,,
,,515,Mission Hill Family Estate,Sebastian Farms,SF29,29PNWA,PN,LS,,,,,,,,,,,
,,545,Mission Hill Family Estate,Sebastian Farms,SF27,27MEFB,ME,GM,,,,,,,,,,,
,,547,Mission Hill Family Estate,Sebastian Farms,SF27,27CHBB,CH,GM,,,,,,,,,,,
,,550,Mission Hill Family Estate,Sebastian Farms,SF26,26CHCA,CH,GM,,,,,,,,,,,
,,551,Mission Hill Family Estate,Sebastian Farms,SF24,24PNBB,PN,EK,,,,,,,,,,,
,,566,Mission Hill Family Estate,Sebastian Farms,SF04,04CFCA,CF,BS,,,,,,,,,,,
,,567,Mission Hill Family Estate,Sebastian Farms,SF09,09PVFB,PV,BS,,,,,,,,,,,
,,569,Mission Hill Family Estate,Sebastian Farms,SF11,11CHXB,CH,BS,,,,,,,,,,,
,,571,Mission Hill Family Estate,Sebastian Farms,SF11,11CHXA,CH,BS,,,,,,,,,,,
